timestamp,device_localId,appName,prevRow
42:53.0,s:2FD04A19-A2D7-40D2-9F9E-F10A61BC4D14,MSPaint,Remix3D
42:52.2,s:2FD04A19-A2D7-40D2-9F9E-F10A61BC4D14,MSPaint,Remix3D
42:51.6,s:2FD04A19-A2D7-40D2-9F9E-F10A61BC4D14,MSPaint,Remix3D
42:50.5,s:4081D96E-D3BC-4240-B583-94C3814AC76F,MSPaint,Remix3D
42:50.0,s:E02F9F59-858B-44A0-A8B3-499E4AF0C64A,MSPaint,Remix3D
42:49.3,s:9E263AA0-97B2-4E4C-A816-CED94FC018D1,MSPaint,Remix3D
42:46.5,s:38822E0C-BD5F-4E2D-A101-30345EF08C25,MSPaint,Remix3D
42:46.5,s:38822E0C-BD5F-4E2D-A101-30345EF08C25,MSPaint,Remix3D
42:45.6,s:38822E0C-BD5F-4E2D-A101-30345EF08C25,MSPaint,Remix3D
42:45.5,s:38822E0C-BD5F-4E2D-A101-30345EF08C25,MSPaint,Remix3D
42:44.5,s:1514F873-FBD2-4363-B81D-619064FBA9F7,MSPaint,Remix3D
42:44.5,s:1514F873-FBD2-4363-B81D-619064FBA9F7,MSPaint,Remix3D
42:44.1,s:1514F873-FBD2-4363-B81D-619064FBA9F7,MSPaint,Remix3D
42:42.9,s:4081D96E-D3BC-4240-B583-94C3814AC76F,MSPaint,Remix3D
42:42.2,s:C24C86F3-0371-4CBB-8DC5-857FBEB318AE,MSPaint,Remix3D
42:40.4,s:4081D96E-D3BC-4240-B583-94C3814AC76F,MSPaint,Remix3D
42:39.5,s:38822E0C-BD5F-4E2D-A101-30345EF08C25,MSPaint,Remix3D
42:38.8,s:C24C86F3-0371-4CBB-8DC5-857FBEB318AE,MSPaint,Remix3D
42:38.2,s:4081D96E-D3BC-4240-B583-94C3814AC76F,MSPaint,Remix3D
42:37.7,s:38822E0C-BD5F-4E2D-A101-30345EF08C25,MSPaint,Remix3D
42:36.0,s:4081D96E-D3BC-4240-B583-94C3814AC76F,MSPaint,Remix3D
42:35.5,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:35.2,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:35.1,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:34.9,s:38822E0C-BD5F-4E2D-A101-30345EF08C25,MSPaint,Remix3D
42:34.8,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:34.7,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:34.6,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:34.4,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:34.3,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:33.5,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:33.4,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:33.3,s:D46AAF8B-FDF1-4BEC-BF54-4FDC1C79446C,MSPaint,Remix3D
42:33.2,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:33.1,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:32.5,s:38822E0C-BD5F-4E2D-A101-30345EF08C25,MSPaint,Remix3D
42:32.1,s:38822E0C-BD5F-4E2D-A101-30345EF08C25,MSPaint,Remix3D
42:31.8,s:4081D96E-D3BC-4240-B583-94C3814AC76F,MSPaint,Remix3D
42:31.6,s:9BDA4393-27E0-4FF4-9278-59DE399064C9,MSPaint,Remix3D
42:31.5,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:31.2,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:30.5,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:30.5,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:30.1,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:30.1,s:4081D96E-D3BC-4240-B583-94C3814AC76F,MSPaint,Remix3D
42:29.7,s:1514F873-FBD2-4363-B81D-619064FBA9F7,MSPaint,Remix3D
42:29.7,s:1514F873-FBD2-4363-B81D-619064FBA9F7,MSPaint,Remix3D
42:29.6,s:38822E0C-BD5F-4E2D-A101-30345EF08C25,MSPaint,Remix3D
42:29.5,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:29.2,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:29.2,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:28.9,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:28.8,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:28.3,s:2A326C58-5A79-48DA-B9E8-34427CF8F03D,MSPaint,Remix3D
42:28.2,s:1514F873-FBD2-4363-B81D-619064FBA9F7,MSPaint,Remix3D
42:28.1,s:38822E0C-BD5F-4E2D-A101-30345EF08C25,MSPaint,Remix3D
42:27.6,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:27.3,s:7718FA4D-729B-4EDE-AD0F-BB5C01891187,MSPaint,Remix3D
42:26.5,s:4081D96E-D3BC-4240-B583-94C3814AC76F,MSPaint,Remix3D
42:25.6,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:25.2,s:09A114B4-0871-445D-8371-0372E9343FCD,MSPaint,Remix3D
42:24.9,s:4081D96E-D3BC-4240-B583-94C3814AC76F,MSPaint,Remix3D
42:24.8,s:1514F873-FBD2-4363-B81D-619064FBA9F7,MSPaint,Remix3D
42:24.8,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:24.7,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:24.4,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:24.2,s:09A114B4-0871-445D-8371-0372E9343FCD,MSPaint,Remix3D
42:23.7,s:09A114B4-0871-445D-8371-0372E9343FCD,MSPaint,Remix3D
42:23.4,s:09A114B4-0871-445D-8371-0372E9343FCD,MSPaint,Remix3D
42:23.3,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:23.2,s:1514F873-FBD2-4363-B81D-619064FBA9F7,MSPaint,Remix3D
42:23.1,s:1514F873-FBD2-4363-B81D-619064FBA9F7,MSPaint,Remix3D
42:23.1,s:09A114B4-0871-445D-8371-0372E9343FCD,MSPaint,Remix3D
42:22.9,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:22.9,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:22.7,s:09A114B4-0871-445D-8371-0372E9343FCD,MSPaint,Remix3D
42:22.5,s:BC352406-DFD7-46F9-B5E0-8810F4030751,MSPaint,Remix3D
42:22.5,s:09A114B4-0871-445D-8371-0372E9343FCD,MSPaint,Remix3D
42:22.3,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:22.2,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:22.0,s:38822E0C-BD5F-4E2D-A101-30345EF08C25,MSPaint,Remix3D
42:21.9,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:21.1,s:4081D96E-D3BC-4240-B583-94C3814AC76F,MSPaint,Remix3D
42:20.3,s:F56469C1-E8BB-484C-9234-A0AC68767F83,MSPaint,Remix3D
42:20.2,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:20.1,s:43E3D459-9E29-4A00-AD87-42B16F7E4DBD,MSPaint,Remix3D
42:20.0,s:1514F873-FBD2-4363-B81D-619064FBA9F7,MSPaint,Remix3D
42:19.4,s:4081D96E-D3BC-4240-B583-94C3814AC76F,MSPaint,Remix3D
42:17.6,s:1514F873-FBD2-4363-B81D-619064FBA9F7,MSPaint,Remix3D
42:17.3,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:17.0,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:17.0,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:16.6,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:16.5,s:FF7D8200-4988-4943-BC64-136A5B91D2BE,MSPaint,Remix3D
42:16.3,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:16.2,s:4081D96E-D3BC-4240-B583-94C3814AC76F,MSPaint,Remix3D
42:16.1,s:4E5631B5-993E-4A82-BE4A-E8318EDE5A9B,MSPaint,Remix3D
42:16.0,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:16.0,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:15.4,s:D1B00721-1E81-4F88-B603-B396156D22CD,MSPaint,Remix3D
42:14.3,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:14.3,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:14.0,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:13.7,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:13.7,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:13.5,s:38822E0C-BD5F-4E2D-A101-30345EF08C25,MSPaint,Remix3D
42:13.0,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:12.9,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:12.8,s:C24C86F3-0371-4CBB-8DC5-857FBEB318AE,MSPaint,Remix3D
42:12.6,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:12.5,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
42:12.3,s:1514F873-FBD2-4363-B81D-619064FBA9F7,MSPaint,Remix3D
42:12.3,s:1514F873-FBD2-4363-B81D-619064FBA9F7,MSPaint,Remix3D
42:12.3,s:6BA407DC-47F7-4C99-B01B-086F07778621,MSPaint,Remix3D
